,period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units,region,region_name
1603,2023-05-23,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,355234,megawatthours,New_York,New York ISO
1604,2023-05-24,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,359851,megawatthours,New_York,New York ISO
1605,2023-05-25,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,344406,megawatthours,New_York,New York ISO
1606,2023-05-26,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,344498,megawatthours,New_York,New York ISO
1607,2023-05-27,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,327519,megawatthours,New_York,New York ISO
1608,2023-05-28,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,331256,megawatthours,New_York,New York ISO
1609,2023-05-29,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,346952,megawatthours,New_York,New York ISO
1610,2023-05-30,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,373798,megawatthours,New_York,New York ISO
1611,2023-05-31,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,389761,megawatthours,New_York,New York ISO
1612,2023-06-01,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,421942,megawatthours,New_York,New York ISO
1613,2023-06-02,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,448046,megawatthours,New_York,New York ISO
1614,2023-06-03,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,368122,megawatthours,New_York,New York ISO
1615,2023-06-04,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,323676,megawatthours,New_York,New York ISO
1616,2023-06-05,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,362634,megawatthours,New_York,New York ISO
1617,2023-06-06,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,373060,megawatthours,New_York,New York ISO
1618,2023-06-07,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,364924,megawatthours,New_York,New York ISO
1619,2023-06-08,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,368385,megawatthours,New_York,New York ISO
1620,2023-06-09,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,365957,megawatthours,New_York,New York ISO
1621,2023-06-10,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,345925,megawatthours,New_York,New York ISO
1622,2023-06-11,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,368404,megawatthours,New_York,New York ISO
1623,2023-06-12,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,417727,megawatthours,New_York,New York ISO
1624,2023-06-13,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,403232,megawatthours,New_York,New York ISO
1625,2023-06-14,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,398769,megawatthours,New_York,New York ISO
1626,2023-06-15,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,393562,megawatthours,New_York,New York ISO
1627,2023-06-16,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,399818,megawatthours,New_York,New York ISO
1628,2023-06-17,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,358573,megawatthours,New_York,New York ISO
1629,2023-06-18,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,362553,megawatthours,New_York,New York ISO
1630,2023-06-19,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,407913,megawatthours,New_York,New York ISO
1631,2023-06-20,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,419516,megawatthours,New_York,New York ISO
1632,2023-06-21,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,403538,megawatthours,New_York,New York ISO
1633,2023-06-22,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,397641,megawatthours,New_York,New York ISO
1634,2023-06-23,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,419329,megawatthours,New_York,New York ISO
1635,2023-06-24,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,415226,megawatthours,New_York,New York ISO
1636,2023-06-25,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,436926,megawatthours,New_York,New York ISO
1637,2023-06-26,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,469876,megawatthours,New_York,New York ISO
1638,2023-06-27,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,450807,megawatthours,New_York,New York ISO
1639,2023-06-28,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,447233,megawatthours,New_York,New York ISO
1640,2023-06-29,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,442343,megawatthours,New_York,New York ISO
1641,2023-06-30,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,460167,megawatthours,New_York,New York ISO
1642,2023-07-01,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,439545,megawatthours,New_York,New York ISO
1643,2023-07-02,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,451059,megawatthours,New_York,New York ISO
1644,2023-07-03,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,497472,megawatthours,New_York,New York ISO
1645,2023-07-04,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,471224,megawatthours,New_York,New York ISO
1646,2023-07-05,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,536105,megawatthours,New_York,New York ISO
1647,2023-07-06,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,563299,megawatthours,New_York,New York ISO
1648,2023-07-07,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,543441,megawatthours,New_York,New York ISO
1649,2023-07-08,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,494545,megawatthours,New_York,New York ISO
1650,2023-07-09,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,475684,megawatthours,New_York,New York ISO
1651,2023-07-10,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,496838,megawatthours,New_York,New York ISO
1652,2023-07-11,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,502830,megawatthours,New_York,New York ISO
1653,2023-07-12,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,532334,megawatthours,New_York,New York ISO
1654,2023-07-13,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,547632,megawatthours,New_York,New York ISO
1655,2023-07-14,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,518623,megawatthours,New_York,New York ISO
1656,2023-07-15,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,507765,megawatthours,New_York,New York ISO
1657,2023-07-16,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,497093,megawatthours,New_York,New York ISO
1658,2023-07-17,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,541307,megawatthours,New_York,New York ISO
1659,2023-07-18,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,526145,megawatthours,New_York,New York ISO
1660,2023-07-19,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,490114,megawatthours,New_York,New York ISO
1661,2023-07-20,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,501495,megawatthours,New_York,New York ISO
1662,2023-07-21,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,502012,megawatthours,New_York,New York ISO
1663,2023-07-22,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,449553,megawatthours,New_York,New York ISO
1664,2023-07-23,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,455533,megawatthours,New_York,New York ISO
1665,2023-07-24,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,506188,megawatthours,New_York,New York ISO
1666,2023-07-25,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,506807,megawatthours,New_York,New York ISO
1667,2023-07-26,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,517627,megawatthours,New_York,New York ISO
1668,2023-07-27,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,567010,megawatthours,New_York,New York ISO
1669,2023-07-28,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,577616,megawatthours,New_York,New York ISO
1670,2023-07-29,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,529835,megawatthours,New_York,New York ISO
1671,2023-07-30,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,414495,megawatthours,New_York,New York ISO
1672,2023-07-31,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,446976,megawatthours,New_York,New York ISO
1673,2023-08-01,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,435324,megawatthours,New_York,New York ISO
1674,2023-08-02,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,427096,megawatthours,New_York,New York ISO
1675,2023-08-03,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,445878,megawatthours,New_York,New York ISO
1676,2023-08-04,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,459470,megawatthours,New_York,New York ISO
1677,2023-08-05,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,437452,megawatthours,New_York,New York ISO
1678,2023-08-06,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,434358,megawatthours,New_York,New York ISO
1679,2023-08-07,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,493552,megawatthours,New_York,New York ISO
1680,2023-08-08,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,472963,megawatthours,New_York,New York ISO
1681,2023-08-09,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,469883,megawatthours,New_York,New York ISO
1682,2023-08-10,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,465105,megawatthours,New_York,New York ISO
1683,2023-08-11,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,457084,megawatthours,New_York,New York ISO
1684,2023-08-12,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,444920,megawatthours,New_York,New York ISO
1685,2023-08-13,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,460411,megawatthours,New_York,New York ISO
1686,2023-08-14,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,487917,megawatthours,New_York,New York ISO
1687,2023-08-15,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,481777,megawatthours,New_York,New York ISO
1688,2023-08-16,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,480007,megawatthours,New_York,New York ISO
1689,2023-08-17,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,479408,megawatthours,New_York,New York ISO
1690,2023-08-18,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,451794,megawatthours,New_York,New York ISO
1691,2023-08-19,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,382469,megawatthours,New_York,New York ISO
1692,2023-08-20,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,409987,megawatthours,New_York,New York ISO
1693,2023-08-21,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,495605,megawatthours,New_York,New York ISO
1694,2023-08-22,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,440861,megawatthours,New_York,New York ISO
1695,2023-08-23,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,424054,megawatthours,New_York,New York ISO
1696,2023-08-24,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,430894,megawatthours,New_York,New York ISO
1697,2023-08-25,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,452775,megawatthours,New_York,New York ISO
1698,2023-08-26,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,444657,megawatthours,New_York,New York ISO
1699,2023-08-27,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,419960,megawatthours,New_York,New York ISO
1700,2023-08-28,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,444158,megawatthours,New_York,New York ISO
1701,2023-08-29,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,459067,megawatthours,New_York,New York ISO
1702,2023-08-30,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,459840,megawatthours,New_York,New York ISO
1703,2023-08-31,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,404950,megawatthours,New_York,New York ISO
1704,2023-09-01,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,390399,megawatthours,New_York,New York ISO
1705,2023-09-02,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,379217,megawatthours,New_York,New York ISO
1706,2023-09-03,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,438201,megawatthours,New_York,New York ISO
1707,2023-09-04,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,495882,megawatthours,New_York,New York ISO
1708,2023-09-05,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,567735,megawatthours,New_York,New York ISO
1709,2023-09-06,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,590859,megawatthours,New_York,New York ISO
1710,2023-09-07,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,583530,megawatthours,New_York,New York ISO
1711,2023-09-08,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,531312,megawatthours,New_York,New York ISO
1712,2023-09-09,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,484367,megawatthours,New_York,New York ISO
1713,2023-09-10,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,450864,megawatthours,New_York,New York ISO
1714,2023-09-11,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,480290,megawatthours,New_York,New York ISO
1715,2023-09-12,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,469119,megawatthours,New_York,New York ISO
1716,2023-09-13,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,462646,megawatthours,New_York,New York ISO
1717,2023-09-14,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,416021,megawatthours,New_York,New York ISO
1718,2023-09-15,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,371734,megawatthours,New_York,New York ISO
1719,2023-09-16,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,347287,megawatthours,New_York,New York ISO
1720,2023-09-17,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,356750,megawatthours,New_York,New York ISO
1721,2023-09-18,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,401057,megawatthours,New_York,New York ISO
1722,2023-09-19,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,379157,megawatthours,New_York,New York ISO
1723,2023-09-20,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,372949,megawatthours,New_York,New York ISO
1724,2023-09-21,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,371396,megawatthours,New_York,New York ISO
1725,2023-09-22,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,368390,megawatthours,New_York,New York ISO
1726,2023-09-23,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,347082,megawatthours,New_York,New York ISO
1727,2023-09-24,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,347665,megawatthours,New_York,New York ISO
1728,2023-09-25,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,369004,megawatthours,New_York,New York ISO
