,period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units,region,region_name
1371,2022-10-03,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,371457,megawatthours,New_York,New York ISO
1372,2022-10-04,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,380474,megawatthours,New_York,New York ISO
1373,2022-10-05,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,370598,megawatthours,New_York,New York ISO
1374,2022-10-06,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,366484,megawatthours,New_York,New York ISO
1375,2022-10-07,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,370922,megawatthours,New_York,New York ISO
1376,2022-10-08,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,337114,megawatthours,New_York,New York ISO
1377,2022-10-09,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,331356,megawatthours,New_York,New York ISO
1378,2022-10-10,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,356988,megawatthours,New_York,New York ISO
1379,2022-10-11,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,361815,megawatthours,New_York,New York ISO
1380,2022-10-12,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,362693,megawatthours,New_York,New York ISO
1381,2022-10-13,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,379397,megawatthours,New_York,New York ISO
1382,2022-10-14,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,357356,megawatthours,New_York,New York ISO
1383,2022-10-15,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,332720,megawatthours,New_York,New York ISO
1384,2022-10-16,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,330210,megawatthours,New_York,New York ISO
1385,2022-10-17,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,372337,megawatthours,New_York,New York ISO
1386,2022-10-18,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,366894,megawatthours,New_York,New York ISO
1387,2022-10-19,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,377574,megawatthours,New_York,New York ISO
1388,2022-10-20,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,376629,megawatthours,New_York,New York ISO
1389,2022-10-21,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,363911,megawatthours,New_York,New York ISO
1390,2022-10-22,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,334261,megawatthours,New_York,New York ISO
1391,2022-10-23,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,337044,megawatthours,New_York,New York ISO
1392,2022-10-24,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,369924,megawatthours,New_York,New York ISO
1393,2022-10-25,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,377642,megawatthours,New_York,New York ISO
1394,2022-10-26,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,380186,megawatthours,New_York,New York ISO
1395,2022-10-27,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,362305,megawatthours,New_York,New York ISO
1396,2022-10-28,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,367224,megawatthours,New_York,New York ISO
1397,2022-10-29,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,342245,megawatthours,New_York,New York ISO
1398,2022-10-30,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,338359,megawatthours,New_York,New York ISO
1399,2022-10-31,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,369105,megawatthours,New_York,New York ISO
1400,2022-11-01,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,375433,megawatthours,New_York,New York ISO
1401,2022-11-02,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,363778,megawatthours,New_York,New York ISO
1402,2022-11-03,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,363608,megawatthours,New_York,New York ISO
1403,2022-11-04,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,362783,megawatthours,New_York,New York ISO
1404,2022-11-05,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,348797,megawatthours,New_York,New York ISO
1405,2022-11-06,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,365645,megawatthours,New_York,New York ISO
1406,2022-11-07,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,372260,megawatthours,New_York,New York ISO
1407,2022-11-08,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,364476,megawatthours,New_York,New York ISO
1408,2022-11-09,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,373883,megawatthours,New_York,New York ISO
1409,2022-11-10,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,368441,megawatthours,New_York,New York ISO
1410,2022-11-11,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,375461,megawatthours,New_York,New York ISO
1411,2022-11-12,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,350189,megawatthours,New_York,New York ISO
1412,2022-11-13,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,352217,megawatthours,New_York,New York ISO
1413,2022-11-14,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,393016,megawatthours,New_York,New York ISO
1414,2022-11-15,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,409202,megawatthours,New_York,New York ISO
1415,2022-11-16,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,405670,megawatthours,New_York,New York ISO
1416,2022-11-17,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,406837,megawatthours,New_York,New York ISO
1417,2022-11-18,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,407274,megawatthours,New_York,New York ISO
1418,2022-11-19,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,390704,megawatthours,New_York,New York ISO
1419,2022-11-20,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,399511,megawatthours,New_York,New York ISO
1420,2022-11-21,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,424428,megawatthours,New_York,New York ISO
1421,2022-11-22,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,404262,megawatthours,New_York,New York ISO
1422,2022-11-23,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,395186,megawatthours,New_York,New York ISO
1423,2022-11-24,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,360503,megawatthours,New_York,New York ISO
1424,2022-11-25,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,371896,megawatthours,New_York,New York ISO
1425,2022-11-26,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,355992,megawatthours,New_York,New York ISO
1426,2022-11-27,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,369839,megawatthours,New_York,New York ISO
1427,2022-11-28,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,395059,megawatthours,New_York,New York ISO
1428,2022-11-29,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,409500,megawatthours,New_York,New York ISO
1429,2022-11-30,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,412040,megawatthours,New_York,New York ISO
1430,2022-12-01,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,420331,megawatthours,New_York,New York ISO
1431,2022-12-02,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,414743,megawatthours,New_York,New York ISO
1432,2022-12-03,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,386842,megawatthours,New_York,New York ISO
1433,2022-12-04,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,383809,megawatthours,New_York,New York ISO
1434,2022-12-05,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,414809,megawatthours,New_York,New York ISO
1435,2022-12-06,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,412121,megawatthours,New_York,New York ISO
1436,2022-12-07,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,395569,megawatthours,New_York,New York ISO
1437,2022-12-08,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,395795,megawatthours,New_York,New York ISO
1438,2022-12-09,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,410401,megawatthours,New_York,New York ISO
1439,2022-12-10,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,398472,megawatthours,New_York,New York ISO
1440,2022-12-11,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,406325,megawatthours,New_York,New York ISO
1441,2022-12-12,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,440042,megawatthours,New_York,New York ISO
1442,2022-12-13,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,446120,megawatthours,New_York,New York ISO
1443,2022-12-14,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,445467,megawatthours,New_York,New York ISO
1444,2022-12-15,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,446909,megawatthours,New_York,New York ISO
1445,2022-12-16,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,431541,megawatthours,New_York,New York ISO
1446,2022-12-17,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,401844,megawatthours,New_York,New York ISO
1447,2022-12-18,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,405618,megawatthours,New_York,New York ISO
1448,2022-12-19,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,441335,megawatthours,New_York,New York ISO
1449,2022-12-20,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,439344,megawatthours,New_York,New York ISO
1450,2022-12-21,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,437409,megawatthours,New_York,New York ISO
1451,2022-12-22,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,437369,megawatthours,New_York,New York ISO
1452,2022-12-23,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,433897,megawatthours,New_York,New York ISO
1453,2022-12-24,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,471567,megawatthours,New_York,New York ISO
1454,2022-12-25,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,440051,megawatthours,New_York,New York ISO
1455,2022-12-26,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,445148,megawatthours,New_York,New York ISO
1456,2022-12-27,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,450373,megawatthours,New_York,New York ISO
1457,2022-12-28,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,423600,megawatthours,New_York,New York ISO
1458,2022-12-29,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,406497,megawatthours,New_York,New York ISO
1459,2022-12-30,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,388828,megawatthours,New_York,New York ISO
1460,2022-12-31,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,373979,megawatthours,New_York,New York ISO
1461,2023-01-01,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,357120,megawatthours,New_York,New York ISO
1462,2023-01-02,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,377848,megawatthours,New_York,New York ISO
1463,2023-01-03,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,404670,megawatthours,New_York,New York ISO
1464,2023-01-04,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,392449,megawatthours,New_York,New York ISO
1465,2023-01-05,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,395100,megawatthours,New_York,New York ISO
1466,2023-01-06,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,404341,megawatthours,New_York,New York ISO
1467,2023-01-07,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,392144,megawatthours,New_York,New York ISO
1468,2023-01-08,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,394021,megawatthours,New_York,New York ISO
1469,2023-01-09,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,419995,megawatthours,New_York,New York ISO
1470,2023-01-10,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,427763,megawatthours,New_York,New York ISO
1471,2023-01-11,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,427479,megawatthours,New_York,New York ISO
1472,2023-01-12,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,422209,megawatthours,New_York,New York ISO
1473,2023-01-13,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,411605,megawatthours,New_York,New York ISO
1474,2023-01-14,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,418622,megawatthours,New_York,New York ISO
1475,2023-01-15,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,411256,megawatthours,New_York,New York ISO
1476,2023-01-16,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,424077,megawatthours,New_York,New York ISO
1477,2023-01-17,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,428337,megawatthours,New_York,New York ISO
1478,2023-01-18,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,409281,megawatthours,New_York,New York ISO
1479,2023-01-19,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,421151,megawatthours,New_York,New York ISO
1480,2023-01-20,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,413040,megawatthours,New_York,New York ISO
1481,2023-01-21,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,401239,megawatthours,New_York,New York ISO
1482,2023-01-22,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,396379,megawatthours,New_York,New York ISO
1483,2023-01-23,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,430239,megawatthours,New_York,New York ISO
1484,2023-01-24,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,425993,megawatthours,New_York,New York ISO
1485,2023-01-25,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,433224,megawatthours,New_York,New York ISO
1486,2023-01-26,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,422036,megawatthours,New_York,New York ISO
1487,2023-01-27,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,421747,megawatthours,New_York,New York ISO
1488,2023-01-28,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,385163,megawatthours,New_York,New York ISO
1489,2023-01-29,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,386965,megawatthours,New_York,New York ISO
1490,2023-01-30,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,412378,megawatthours,New_York,New York ISO
1491,2023-01-31,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,432008,megawatthours,New_York,New York ISO
1492,2023-02-01,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,439322,megawatthours,New_York,New York ISO
1493,2023-02-02,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,434689,megawatthours,New_York,New York ISO
1494,2023-02-03,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,474073,megawatthours,New_York,New York ISO
1495,2023-02-04,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,484021,megawatthours,New_York,New York ISO
1496,2023-02-05,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,416754,megawatthours,New_York,New York ISO
1497,2023-02-06,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,423255,megawatthours,New_York,New York ISO
1498,2023-02-07,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,427017,megawatthours,New_York,New York ISO
1499,2023-02-08,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,402113,megawatthours,New_York,New York ISO
1500,2023-02-09,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,417733,megawatthours,New_York,New York ISO
1501,2023-02-10,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,392227,megawatthours,New_York,New York ISO
1502,2023-02-11,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,379637,megawatthours,New_York,New York ISO
1503,2023-02-12,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,375690,megawatthours,New_York,New York ISO
1504,2023-02-13,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,388023,megawatthours,New_York,New York ISO
1505,2023-02-14,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,380814,megawatthours,New_York,New York ISO
1506,2023-02-15,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,373676,megawatthours,New_York,New York ISO
1507,2023-02-16,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,379026,megawatthours,New_York,New York ISO
1508,2023-02-17,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,399012,megawatthours,New_York,New York ISO
1509,2023-02-18,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,380315,megawatthours,New_York,New York ISO
1510,2023-02-19,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,371472,megawatthours,New_York,New York ISO
1511,2023-02-20,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,375218,megawatthours,New_York,New York ISO
1512,2023-02-21,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,400505,megawatthours,New_York,New York ISO
1513,2023-02-22,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,414043,megawatthours,New_York,New York ISO
1514,2023-02-23,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,417667,megawatthours,New_York,New York ISO
1515,2023-02-24,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,413590,megawatthours,New_York,New York ISO
1516,2023-02-25,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,428564,megawatthours,New_York,New York ISO
1517,2023-02-26,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,399977,megawatthours,New_York,New York ISO
1518,2023-02-27,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,411799,megawatthours,New_York,New York ISO
1519,2023-02-28,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,431938,megawatthours,New_York,New York ISO
1520,2023-03-01,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,412869,megawatthours,New_York,New York ISO
1521,2023-03-02,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,405127,megawatthours,New_York,New York ISO
1522,2023-03-03,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,401773,megawatthours,New_York,New York ISO
1523,2023-03-04,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,387061,megawatthours,New_York,New York ISO
1524,2023-03-05,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,370237,megawatthours,New_York,New York ISO
1525,2023-03-06,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,391012,megawatthours,New_York,New York ISO
1526,2023-03-07,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,399747,megawatthours,New_York,New York ISO
1527,2023-03-08,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,409802,megawatthours,New_York,New York ISO
1528,2023-03-09,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,401725,megawatthours,New_York,New York ISO
1529,2023-03-10,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,407218,megawatthours,New_York,New York ISO
1530,2023-03-11,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,390735,megawatthours,New_York,New York ISO
1531,2023-03-12,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,359761,megawatthours,New_York,New York ISO
1532,2023-03-13,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,409925,megawatthours,New_York,New York ISO
1533,2023-03-14,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,423648,megawatthours,New_York,New York ISO
1534,2023-03-15,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,408274,megawatthours,New_York,New York ISO
1535,2023-03-16,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,392506,megawatthours,New_York,New York ISO
1536,2023-03-17,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,387887,megawatthours,New_York,New York ISO
1537,2023-03-18,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,357175,megawatthours,New_York,New York ISO
1538,2023-03-19,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,375771,megawatthours,New_York,New York ISO
1539,2023-03-20,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,385241,megawatthours,New_York,New York ISO
1540,2023-03-21,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,372953,megawatthours,New_York,New York ISO
1541,2023-03-22,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,371501,megawatthours,New_York,New York ISO
1542,2023-03-23,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,379278,megawatthours,New_York,New York ISO
1543,2023-03-24,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,370607,megawatthours,New_York,New York ISO
1544,2023-03-25,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,378027,megawatthours,New_York,New York ISO
1545,2023-03-26,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,336512,megawatthours,New_York,New York ISO
1546,2023-03-27,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,378230,megawatthours,New_York,New York ISO
1547,2023-03-28,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,380407,megawatthours,New_York,New York ISO
1548,2023-03-29,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,371904,megawatthours,New_York,New York ISO
1549,2023-03-30,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,383436,megawatthours,New_York,New York ISO
1550,2023-03-31,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,392488,megawatthours,New_York,New York ISO
1551,2023-04-01,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,340462,megawatthours,New_York,New York ISO
1552,2023-04-02,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,335164,megawatthours,New_York,New York ISO
1553,2023-04-03,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,363987,megawatthours,New_York,New York ISO
1554,2023-04-04,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,358409,megawatthours,New_York,New York ISO
1555,2023-04-05,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,369020,megawatthours,New_York,New York ISO
1556,2023-04-06,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,358342,megawatthours,New_York,New York ISO
1557,2023-04-07,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,348795,megawatthours,New_York,New York ISO
1558,2023-04-08,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,333294,megawatthours,New_York,New York ISO
1559,2023-04-09,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,318693,megawatthours,New_York,New York ISO
1560,2023-04-10,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,344926,megawatthours,New_York,New York ISO
1561,2023-04-11,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,346981,megawatthours,New_York,New York ISO
1562,2023-04-12,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,348633,megawatthours,New_York,New York ISO
1563,2023-04-13,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,370935,megawatthours,New_York,New York ISO
1564,2023-04-14,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,384186,megawatthours,New_York,New York ISO
1565,2023-04-15,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,345826,megawatthours,New_York,New York ISO
1566,2023-04-16,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,330423,megawatthours,New_York,New York ISO
1567,2023-04-17,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,354728,megawatthours,New_York,New York ISO
1568,2023-04-18,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,358331,megawatthours,New_York,New York ISO
1569,2023-04-19,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,359758,megawatthours,New_York,New York ISO
1570,2023-04-20,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,348058,megawatthours,New_York,New York ISO
1571,2023-04-21,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,340097,megawatthours,New_York,New York ISO
1572,2023-04-22,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,325093,megawatthours,New_York,New York ISO
1573,2023-04-23,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,329118,megawatthours,New_York,New York ISO
1574,2023-04-24,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,353181,megawatthours,New_York,New York ISO
1575,2023-04-25,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,357574,megawatthours,New_York,New York ISO
1576,2023-04-26,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,356268,megawatthours,New_York,New York ISO
1577,2023-04-27,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,353480,megawatthours,New_York,New York ISO
1578,2023-04-28,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,354173,megawatthours,New_York,New York ISO
1579,2023-04-29,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,347414,megawatthours,New_York,New York ISO
1580,2023-04-30,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,343546,megawatthours,New_York,New York ISO
1581,2023-05-01,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,354241,megawatthours,New_York,New York ISO
1582,2023-05-02,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,362066,megawatthours,New_York,New York ISO
1583,2023-05-03,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,362991,megawatthours,New_York,New York ISO
1584,2023-05-04,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,364282,megawatthours,New_York,New York ISO
1585,2023-05-05,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,347953,megawatthours,New_York,New York ISO
1586,2023-05-06,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,317453,megawatthours,New_York,New York ISO
1587,2023-05-07,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,319256,megawatthours,New_York,New York ISO
1588,2023-05-08,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,351217,megawatthours,New_York,New York ISO
1589,2023-05-09,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,343182,megawatthours,New_York,New York ISO
1590,2023-05-10,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,343723,megawatthours,New_York,New York ISO
1591,2023-05-11,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,357481,megawatthours,New_York,New York ISO
1592,2023-05-12,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,382667,megawatthours,New_York,New York ISO
1593,2023-05-13,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,361318,megawatthours,New_York,New York ISO
1594,2023-05-14,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,321480,megawatthours,New_York,New York ISO
1595,2023-05-15,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,353202,megawatthours,New_York,New York ISO
1596,2023-05-16,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,365366,megawatthours,New_York,New York ISO
1597,2023-05-17,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,349076,megawatthours,New_York,New York ISO
1598,2023-05-18,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,341869,megawatthours,New_York,New York ISO
1599,2023-05-19,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,347304,megawatthours,New_York,New York ISO
1600,2023-05-20,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,340257,megawatthours,New_York,New York ISO
1601,2023-05-21,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,321377,megawatthours,New_York,New York ISO
1602,2023-05-22,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,357179,megawatthours,New_York,New York ISO
